Title,Description,Date,Category,Cleaned_Title,Cleaned_Description,Spellchecked_Title,Spellchecked_Description,tokenized_title,tokenized_description,title_no_stopwords,description_no_stopwords,title_stem_only,description_stem_only,title_lemma_only,description_lemma_only
Google will pay Texas $1.4B to settle claims over user data collection,"May 9, 2025  The agreement settles several claims Texas made against the search giant in 2022 related to geolocation, incognito searches and biometric data.",2025-05-09,technology,google will pay texas b to settle claims over user data collection,may the agreement settles several claims texas made against the search giant in related to geolocation incognito searches and biometric data,google will pay b to settle claims over user data collection,may the agreement settles several claims made against the search giant in related to echolocation incognito searches and bio metric data,"['google', 'will', 'pay', 'b', 'to', 'settle', 'claims', 'over', 'user', 'data', 'collection']","['may', 'the', 'agreement', 'settles', 'several', 'claims', 'made', 'against', 'the', 'search', 'giant', 'in', 'related', 'to', 'echolocation', 'incognito', 'searches', 'and', 'bio', 'metric', 'data']","['google', 'pay', 'b', 'settle', 'claims', 'user', 'data', 'collection']","['may', 'agreement', 'settles', 'several', 'claims', 'made', 'search', 'giant', 'related', 'echolocation', 'incognito', 'searches', 'bio', 'metric', 'data']","['googl', 'pay', 'b', 'settl', 'claim', 'user', 'data', 'collect']","['may', 'agreement', 'settl', 'sever', 'claim', 'made', 'search', 'giant', 'relat', 'echoloc', 'incognito', 'search', 'bio', 'metric', 'data']","['google', 'pay', 'b', 'settle', 'claim', 'user', 'datum', 'collection']","['may', 'agreement', 'settle', 'several', 'claim', 'make', 'search', 'giant', 'relate', 'echolocation', 'incognito', 'search', 'bio', 'metric', 'datum']"
Trump tightens control of independent agency overseeing nuclear safety,"May 9, 2025  NPR has learned that rules must now be vetted by the White House and that the administration is drafting an executive order that could loosen radiation limits.",2025-05-09,technology,trump tightens control of independent agency overseeing nuclear safety,may npr has learned that rules must now be vetted by the white house and that the administration is drafting an executive order that could loosen radiation limits,trump tightens control of independent agency overseeing nuclear safety,may npr has learned that rules must now be vetted by the white house and that the administration is drafting an executive order that could loosen radiation limits,"['trump', 'tightens', 'control', 'of', 'independent', 'agency', 'overseeing', 'nuclear', 'safety']","['may', 'npr', 'has', 'learned', 'that', 'rules', 'must', 'now', 'be', 'vetted', 'by', 'the', 'white', 'house', 'and', 'that', 'the', 'administration', 'is', 'drafting', 'an', 'executive', 'order', 'that', 'could', 'loosen', 'radiation', 'limits']","['trump', 'tightens', 'control', 'independent', 'agency', 'overseeing', 'nuclear', 'safety']","['may', 'npr', 'learned', 'rules', 'must', 'now', 'vetted', 'white', 'house', 'administration', 'drafting', 'executive', 'order', 'loosen', 'radiation', 'limits']","['trump', 'tighten', 'control', 'independ', 'agenc', 'overse', 'nuclear', 'safeti']","['may', 'npr', 'learn', 'rule', 'must', 'now', 'vet', 'white', 'hous', 'administr', 'draft', 'execut', 'order', 'loosen', 'radiat', 'limit']","['trump', 'tighten', 'control', 'independent', 'agency', 'oversee', 'nuclear', 'safety']","['may', 'npr', 'learn', 'rule', 'must', 'now', 'vet', 'white', 'house', 'administration', 'draft', 'executive', 'order', 'loosen', 'radiation', 'limit']"
How tech companies could shrink AI's climate footprint,"May 9, 2025  Google, Microsoft and Meta have all pledged to reach at least net-zero carbon emissions by 2030. Amazon set their net-zero deadline for 2040. To understand how these four tech companies could possibly meet their climate goals amid an artificial intelligence renaissance, Short Wave co-host Emily Kwong discusses the green AI movement. Speaking with scientists, CEOs and tech insiders, she explores three possible pathways: nuclear energy, small language models (SLMs) and back-to-the-future ways of keeping data centers cool.",2025-05-09,technology,how tech companies could shrink ais climate footprint,may google microsoft and meta have all pledged to reach at least netzero carbon emissions by amazon set their netzero deadline for to understand how these four tech companies could possibly meet their climate goals amid an artificial intelligence renaissance short wave cohost emily kwong discusses the green ai movement speaking with scientists ceos and tech insiders she explores three possible pathways nuclear energy small language models slms and backtothefuture ways of keeping data centers cool,how tech companies could shrink aid climate footprint,may google and meta have all pledged to reach at least net zero carbon emissions by amazon set their net zero deadline for to understand how these four tech companies could possibly meet their climate goals amid an artificial intelligence renaissance short wave cohort emily wrong discusses the green ai movement speaking with scientists and tech insiders she explores three possible pathways nuclear energy small language models and ways of keeping data centers cool,"['how', 'tech', 'companies', 'could', 'shrink', 'aid', 'climate', 'footprint']","['may', 'google', 'and', 'meta', 'have', 'all', 'pledged', 'to', 'reach', 'at', 'least', 'net', 'zero', 'carbon', 'emissions', 'by', 'amazon', 'set', 'their', 'net', 'zero', 'deadline', 'for', 'to', 'understand', 'how', 'these', 'four', 'tech', 'companies', 'could', 'possibly', 'meet', 'their', 'climate', 'goals', 'amid', 'an', 'artificial', 'intelligence', 'renaissance', 'short', 'wave', 'cohort', 'emily', 'wrong', 'discusses', 'the', 'green', 'ai', 'movement', 'speaking', 'with', 'scientists', 'and', 'tech', 'insiders', 'she', 'explores', 'three', 'possible', 'pathways', 'nuclear', 'energy', 'small', 'language', 'models', 'and', 'ways', 'of', 'keeping', 'data', 'centers', 'cool']","['tech', 'companies', 'shrink', 'aid', 'climate', 'footprint']","['may', 'google', 'meta', 'pledged', 'reach', 'least', 'net', 'zero', 'carbon', 'emissions', 'amazon', 'set', 'net', 'zero', 'deadline', 'understand', 'four', 'tech', 'companies', 'possibly', 'meet', 'climate', 'goals', 'amid', 'artificial', 'intelligence', 'renaissance', 'short', 'wave', 'cohort', 'emily', 'wrong', 'discusses', 'green', 'ai', 'movement', 'speaking', 'scientists', 'tech', 'insiders', 'explores', 'three', 'possible', 'pathways', 'nuclear', 'energy', 'small', 'language', 'models', 'ways', 'keeping', 'data', 'centers', 'cool']","['tech', 'compani', 'shrink', 'aid', 'climat', 'footprint']","['may', 'googl', 'meta', 'pledg', 'reach', 'least', 'net', 'zero', 'carbon', 'emiss', 'amazon', 'set', 'net', 'zero', 'deadlin', 'understand', 'four', 'tech', 'compani', 'possibl', 'meet', 'climat', 'goal', 'amid', 'artifici', 'intellig', 'renaiss', 'short', 'wave', 'cohort', 'emili', 'wrong', 'discuss', 'green', 'ai', 'movement', 'speak', 'scientist', 'tech', 'insid', 'explor', 'three', 'possibl', 'pathway', 'nuclear', 'energi', 'small', 'languag', 'model', 'way', 'keep', 'data', 'center', 'cool']","['tech', 'company', 'shrink', 'aid', 'climate', 'footprint']","['may', 'google', 'meta', 'pledge', 'reach', 'less', 'net', 'zero', 'carbon', 'emission', 'amazon', 'set', 'net', 'zero', 'deadline', 'understand', 'four', 'tech', 'company', 'possibly', 'meet', 'climate', 'goal', 'amid', 'artificial', 'intelligence', 'renaissance', 'short', 'wave', 'cohort', 'emily', 'wrong', 'discuss', 'green', 'ai', 'movement', 'speak', 'scientist', 'tech', 'insider', 'explore', 'three', 'possible', 'pathway', 'nuclear', 'energy', 'small', 'language', 'model', 'way', 'keep', 'datum', 'center', 'cool']"
Here's why Bill Gates is giving away most of his remaining fortune to his charity,"May 8, 2025  After decades of philanthropy following the success of Microsoft, Bill Gates is winding down his namesake charity. What's he going to do next?",2025-05-08,technology,heres why bill gates is giving away most of his remaining fortune to his charity,may after decades of philanthropy following the success of microsoft bill gates is winding down his namesake charity what is he going to do next,here why bill gates is giving away most of his remaining fortune to his charity,may after decades of philanthropy following the success of bill gates is winding down his namesake charity what is he going to do next,"['here', 'why', 'bill', 'gates', 'is', 'giving', 'away', 'most', 'of', 'his', 'remaining', 'fortune', 'to', 'his', 'charity']","['may', 'after', 'decades', 'of', 'philanthropy', 'following', 'the', 'success', 'of', 'bill', 'gates', 'is', 'winding', 'down', 'his', 'namesake', 'charity', 'what', 'is', 'he', 'going', 'to', 'do', 'next']","['bill', 'gates', 'giving', 'away', 'remaining', 'fortune', 'charity']","['may', 'decades', 'philanthropy', 'following', 'success', 'bill', 'gates', 'winding', 'namesake', 'charity', 'going', 'next']","['bill', 'gate', 'give', 'away', 'remain', 'fortun', 'chariti']","['may', 'decad', 'philanthropi', 'follow', 'success', 'bill', 'gate', 'wind', 'namesak', 'chariti', 'go', 'next']","['bill', 'gate', 'give', 'away', 'remain', 'fortune', 'charity']","['may', 'decade', 'philanthropy', 'follow', 'success', 'bill', 'gate', 'wind', 'namesake', 'charity', 'go', 'next']"
"From apps to gadgets, 'Second Life' considers how tech is changing having a baby","May 8, 2025  When Amanda Hess learned her unborn child had a genetic condition, she turned to the internet — but didn't find reassurance. ""My relationship with technology became so much more intense,"" she says.",2025-05-08,technology,from apps to gadgets second life considers how tech is changing having a baby,may when amanda hess learned her unborn child had a genetic condition she turned to the internet but did not find reassurance my relationship with technology became so much more intense she says,from apps to gadgets second life considers how tech is changing having a baby,may when amanda learned her unborn child had a genetic condition she turned to the internet but did not find reassurance my relationship with technology became so much more intense she says,"['from', 'apps', 'to', 'gadgets', 'second', 'life', 'considers', 'how', 'tech', 'is', 'changing', 'having', 'a', 'baby']","['may', 'when', 'amanda', 'learned', 'her', 'unborn', 'child', 'had', 'a', 'genetic', 'condition', 'she', 'turned', 'to', 'the', 'internet', 'but', 'did', 'not', 'find', 'reassurance', 'my', 'relationship', 'with', 'technology', 'became', 'so', 'much', 'more', 'intense', 'she', 'says']","['apps', 'gadgets', 'second', 'life', 'considers', 'tech', 'changing', 'baby']","['may', 'amanda', 'learned', 'unborn', 'child', 'genetic', 'condition', 'turned', 'internet', 'find', 'reassurance', 'relationship', 'technology', 'became', 'much', 'intense', 'says']","['app', 'gadget', 'second', 'life', 'consid', 'tech', 'chang', 'babi']","['may', 'amanda', 'learn', 'unborn', 'child', 'genet', 'condit', 'turn', 'internet', 'find', 'reassur', 'relationship', 'technolog', 'becam', 'much', 'intens', 'say']","['app', 'gadget', '2', 'life', 'consider', 'tech', 'change', 'baby']","['may', 'amanda', 'learn', 'unborn', 'child', 'genetic', 'condition', 'turn', 'internet', 'find', 'reassurance', 'relationship', 'technology', 'become', 'much', 'intense', 'say']"
Economists warn Trump's research cuts could have dire consequences for GDP,"May 8, 2025  President Trump has proposed slashing federal scientific funding. Economists say the long-term consequences could be dire.",2025-05-08,technology,economists warn trumps research cuts could have dire consequences for gdp,may president trump has proposed slashing federal scientific funding economists say the longterm consequences could be dire,economists warn trumps research cuts could have dire consequences for gdp,may president trump has proposed slashing federal scientific funding economists say the long term consequences could be dire,"['economists', 'warn', 'trumps', 'research', 'cuts', 'could', 'have', 'dire', 'consequences', 'for', 'gdp']","['may', 'president', 'trump', 'has', 'proposed', 'slashing', 'federal', 'scientific', 'funding', 'economists', 'say', 'the', 'long', 'term', 'consequences', 'could', 'be', 'dire']","['economists', 'warn', 'trumps', 'research', 'cuts', 'dire', 'consequences', 'gdp']","['may', 'president', 'trump', 'proposed', 'slashing', 'federal', 'scientific', 'funding', 'economists', 'say', 'long', 'term', 'consequences', 'dire']","['economist', 'warn', 'trump', 'research', 'cut', 'dire', 'consequ', 'gdp']","['may', 'presid', 'trump', 'propos', 'slash', 'feder', 'scientif', 'fund', 'economist', 'say', 'long', 'term', 'consequ', 'dire']","['economist', 'warn', 'trump', 'research', 'cut', 'dire', 'consequence', 'gdp']","['may', 'president', 'trump', 'propose', 'slash', 'federal', 'scientific', 'fund', 'economist', 'say', 'long', 'term', 'consequence', 'dire']"
America's air traffic control problem,"May 7, 2025  Newark Liberty International Airport has been a mess the past week, with hundreds of flights cancelled and hundreds more delayed. It was triggered in part by an incident on April 28, when air traffic controllers for the airport experienced a radar and communications blackout. They were unable to reach approaching planes.",2025-05-07,technology,americas air traffic control problem,may newark liberty international airport has been a mess the past week with hundreds of flights cancelled and hundreds more delayed it was triggered in part by an incident on april when air traffic controllers for the airport experienced a radar and communications blackout they were unable to reach approaching planes,air traffic control problem,may newark liberty international airport has been a mess the past week with hundreds of flights canceled and hundreds more delayed it was triggered in part by an incident on april when air traffic controllers for the airport experienced a radar and communications blackout they were unable to reach approaching planes,"['air', 'traffic', 'control', 'problem']","['may', 'newark', 'liberty', 'international', 'airport', 'has', 'been', 'a', 'mess', 'the', 'past', 'week', 'with', 'hundreds', 'of', 'flights', 'canceled', 'and', 'hundreds', 'more', 'delayed', 'it', 'was', 'triggered', 'in', 'part', 'by', 'an', 'incident', 'on', 'april', 'when', 'air', 'traffic', 'controllers', 'for', 'the', 'airport', 'experienced', 'a', 'radar', 'and', 'communications', 'blackout', 'they', 'were', 'unable', 'to', 'reach', 'approaching', 'planes']","['air', 'traffic', 'control', 'problem']","['may', 'newark', 'liberty', 'international', 'airport', 'mess', 'past', 'week', 'hundreds', 'flights', 'canceled', 'hundreds', 'delayed', 'triggered', 'part', 'incident', 'april', 'air', 'traffic', 'controllers', 'airport', 'experienced', 'radar', 'communications', 'blackout', 'unable', 'reach', 'approaching', 'planes']","['air', 'traffic', 'control', 'problem']","['may', 'newark', 'liberti', 'intern', 'airport', 'mess', 'past', 'week', 'hundr', 'flight', 'cancel', 'hundr', 'delay', 'trigger', 'part', 'incid', 'april', 'air', 'traffic', 'control', 'airport', 'experienc', 'radar', 'communic', 'blackout', 'unabl', 'reach', 'approach', 'plane']","['air', 'traffic', 'control', 'problem']","['may', 'newark', 'liberty', 'international', 'airport', 'mess', 'past', 'week', 'hundred', 'flight', 'cancel', 'hundred', 'delay', 'trigger', 'part', 'incident', 'april', 'air', 'traffic', 'controller', 'airport', 'experience', 'radar', 'communication', 'blackout', 'unable', 'reach', 'approach', 'plane']"
His Catholic prayer app is one of the most popular in the world. What's his take on the conclave?,"May 7, 2025  NPR's Scott Detrow speaks with the CEO of Hallow, a Catholic prayer app, about the next pope.",2025-05-07,technology,his catholic prayer app is one of the most popular in the world what is his take on the conclave,may nprs scott detrow speaks with the ceo of hallow a catholic prayer app about the next pope,his catholic prayer app is one of the most popular in the world what is his take on the conclave,may npr scott dethrone speaks with the ceo of hallow a catholic prayer app about the next pope,"['his', 'catholic', 'prayer', 'app', 'is', 'one', 'of', 'the', 'most', 'popular', 'in', 'the', 'world', 'what', 'is', 'his', 'take', 'on', 'the', 'conclave']","['may', 'npr', 'scott', 'dethrone', 'speaks', 'with', 'the', 'ceo', 'of', 'hallow', 'a', 'catholic', 'prayer', 'app', 'about', 'the', 'next', 'pope']","['catholic', 'prayer', 'app', 'one', 'popular', 'world', 'take', 'conclave']","['may', 'npr', 'scott', 'dethrone', 'speaks', 'ceo', 'hallow', 'catholic', 'prayer', 'app', 'next', 'pope']","['cathol', 'prayer', 'app', 'one', 'popular', 'world', 'take', 'conclav']","['may', 'npr', 'scott', 'dethron', 'speak', 'ceo', 'hallow', 'cathol', 'prayer', 'app', 'next', 'pope']","['catholic', 'prayer', 'app', 'one', 'popular', 'world', 'take', 'conclave']","['may', 'npr', 'scott', 'dethrone', 'speak', 'ceo', 'hallow', 'catholic', 'prayer', 'app', 'next', 'pope']"
Family shows AI video of slain victim as an impact statement — possibly a legal first,"May 7, 2025  AI experts say this is likely the first time that AI has been used in the U.S. to create an impact statement read by an AI rendering of the deceased victim",2025-05-07,technology,family shows ai video of slain victim as an impact statement possibly a legal first,may ai experts say this is likely the first time that ai has been used in the us to create an impact statement read by an ai rendering of the deceased victim,family shows ai video of slain victim as an impact statement possibly a legal first,may ai experts say this is likely the first time that ai has been used in the us to create an impact statement read by an ai rendering of the deceased victim,"['family', 'shows', 'ai', 'video', 'of', 'slain', 'victim', 'as', 'an', 'impact', 'statement', 'possibly', 'a', 'legal', 'first']","['may', 'ai', 'experts', 'say', 'this', 'is', 'likely', 'the', 'first', 'time', 'that', 'ai', 'has', 'been', 'used', 'in', 'the', 'us', 'to', 'create', 'an', 'impact', 'statement', 'read', 'by', 'an', 'ai', 'rendering', 'of', 'the', 'deceased', 'victim']","['family', 'shows', 'ai', 'video', 'slain', 'victim', 'impact', 'statement', 'possibly', 'legal', 'first']","['may', 'ai', 'experts', 'say', 'likely', 'first', 'time', 'ai', 'used', 'us', 'create', 'impact', 'statement', 'read', 'ai', 'rendering', 'deceased', 'victim']","['famili', 'show', 'ai', 'video', 'slain', 'victim', 'impact', 'statement', 'possibl', 'legal', 'first']","['may', 'ai', 'expert', 'say', 'like', 'first', 'time', 'ai', 'use', 'us', 'creat', 'impact', 'statement', 'read', 'ai', 'render', 'deceas', 'victim']","['family', 'show', 'ai', 'video', 'slay', 'victim', 'impact', 'statement', 'possibly', 'legal', 'first']","['may', 'ai', 'expert', 'say', 'likely', 'first', 'time', 'ai', 'use', 'us', 'create', 'impact', 'statement', 'read', 'ai', 'render', 'decease', 'victim']"
Why the true water footprint of AI is so elusive,"May 7, 2025  By 2028, Lawrence Berkeley National Laboratory forecasts that U.S. data centers could use as much as 12% of the nation's electricity. The reason: generative AI. Since 2022, AI innovation by four leading tech companies — Google, Microsoft, Meta and Amazon — has led to annual increases in both energy and water consumption. So, in this episode, Short Wave co-host Emily Kwong probes huge water footprint of AI. We begin with the rise of data centers, then look at how computers came to need so much water and, finally, what tech companies are doing to try to turn the ship around.",2025-05-07,technology,why the true water footprint of ai is so elusive,may by lawrence berkeley national laboratory forecasts that us data centers could use as much as of the nations electricity the reason generative ai since ai innovation by four leading tech companies google microsoft meta and amazon has led to annual increases in both energy and water consumption so in this episode short wave cohost emily kwong probes huge water footprint of ai we begin with the rise of data centers then look at how computers came to need so much water and finally what tech companies are doing to try to turn the ship around,why the true water footprint of ai is so elusive,may by lawrence berkeley national laboratory forecasts that us data centers could use as much as of the nations electricity the reason generative ai since ai innovation by four leading tech companies google meta and amazon has led to annual increases in both energy and water consumption so in this episode short wave cohort emily wrong probes huge water footprint of ai we begin with the rise of data centers then look at how computers came to need so much water and finally what tech companies are doing to try to turn the ship around,"['why', 'the', 'true', 'water', 'footprint', 'of', 'ai', 'is', 'so', 'elusive']","['may', 'by', 'lawrence', 'berkeley', 'national', 'laboratory', 'forecasts', 'that', 'us', 'data', 'centers', 'could', 'use', 'as', 'much', 'as', 'of', 'the', 'nations', 'electricity', 'the', 'reason', 'generative', 'ai', 'since', 'ai', 'innovation', 'by', 'four', 'leading', 'tech', 'companies', 'google', 'meta', 'and', 'amazon', 'has', 'led', 'to', 'annual', 'increases', 'in', 'both', 'energy', 'and', 'water', 'consumption', 'so', 'in', 'this', 'episode', 'short', 'wave', 'cohort', 'emily', 'wrong', 'probes', 'huge', 'water', 'footprint', 'of', 'ai', 'we', 'begin', 'with', 'the', 'rise', 'of', 'data', 'centers', 'then', 'look', 'at', 'how', 'computers', 'came', 'to', 'need', 'so', 'much', 'water', 'and', 'finally', 'what', 'tech', 'companies', 'are', 'doing', 'to', 'try', 'to', 'turn', 'the', 'ship', 'around']","['true', 'water', 'footprint', 'ai', 'elusive']","['may', 'lawrence', 'berkeley', 'national', 'laboratory', 'forecasts', 'us', 'data', 'centers', 'use', 'much', 'nations', 'electricity', 'reason', 'generative', 'ai', 'since', 'ai', 'innovation', 'four', 'leading', 'tech', 'companies', 'google', 'meta', 'amazon', 'led', 'annual', 'increases', 'energy', 'water', 'consumption', 'episode', 'short', 'wave', 'cohort', 'emily', 'wrong', 'probes', 'huge', 'water', 'footprint', 'ai', 'begin', 'rise', 'data', 'centers', 'look', 'computers', 'came', 'need', 'much', 'water', 'finally', 'tech', 'companies', 'try', 'turn', 'ship', 'around']","['true', 'water', 'footprint', 'ai', 'elus']","['may', 'lawrenc', 'berkeley', 'nation', 'laboratori', 'forecast', 'us', 'data', 'center', 'use', 'much', 'nation', 'electr', 'reason', 'generat', 'ai', 'sinc', 'ai', 'innov', 'four', 'lead', 'tech', 'compani', 'googl', 'meta', 'amazon', 'led', 'annual', 'increas', 'energi', 'water', 'consumpt', 'episod', 'short', 'wave', 'cohort', 'emili', 'wrong', 'probe', 'huge', 'water', 'footprint', 'ai', 'begin', 'rise', 'data', 'center', 'look', 'comput', 'came', 'need', 'much', 'water', 'final', 'tech', 'compani', 'tri', 'turn', 'ship', 'around']","['true', 'water', 'footprint', 'ai', 'elusive']","['may', 'lawrence', 'berkeley', 'national', 'laboratory', 'forecast', 'us', 'datum', 'center', 'use', 'much', 'nation', 'electricity', 'reason', 'generative', 'ai', 'since', 'ai', 'innovation', 'four', 'lead', 'tech', 'company', 'google', 'meta', 'amazon', 'lead', 'annual', 'increase', 'energy', 'water', 'consumption', 'episode', 'short', 'wave', 'cohort', 'emily', 'wrong', 'probe', 'huge', 'water', 'footprint', 'ai', 'begin', 'rise', 'datum', 'center', 'look', 'computer', 'come', 'need', 'much', 'water', 'finally', 'tech', 'company', 'try', 'turn', 'ship', 'around']"
Major deepfake porn site shuts down,"May 6, 2025  MrDeepFakes said that a critical service provider terminated service, resulting in massive data loss. The site, which featured nonconsensual, sexually explicit content, said it would not relaunch.",2025-05-06,technology,major deepfake porn site shuts down,may mrdeepfakes said that a critical service provider terminated service resulting in massive data loss the site which featured nonconsensual sexually explicit content said it would not relaunch,major deep fake porn site shuts down,may said that a critical service provider terminated service resulting in massive data loss the site which featured sexually explicit content said it would not relaunch,"['major', 'deep', 'fake', 'porn', 'site', 'shuts', 'down']","['may', 'said', 'that', 'a', 'critical', 'service', 'provider', 'terminated', 'service', 'resulting', 'in', 'massive', 'data', 'loss', 'the', 'site', 'which', 'featured', 'sexually', 'explicit', 'content', 'said', 'it', 'would', 'not', 'relaunch']","['major', 'deep', 'fake', 'porn', 'site', 'shuts']","['may', 'said', 'critical', 'service', 'provider', 'terminated', 'service', 'resulting', 'massive', 'data', 'loss', 'site', 'featured', 'sexually', 'explicit', 'content', 'said', 'relaunch']","['major', 'deep', 'fake', 'porn', 'site', 'shut']","['may', 'said', 'critic', 'servic', 'provid', 'termin', 'servic', 'result', 'massiv', 'data', 'loss', 'site', 'featur', 'sexual', 'explicit', 'content', 'said', 'relaunch']","['major', 'deep', 'fake', 'porn', 'site', 'shut']","['may', 'say', 'critical', 'service', 'provider', 'terminate', 'service', 'result', 'massive', 'datum', 'loss', 'site', 'feature', 'sexually', 'explicit', 'content', 'say', 'relaunch']"
Former Palantir workers condemn company's work with Trump administration,"May 5, 2025  In a rare rebuke, more than a dozen former workers of the powerful data-mining and surveillance company say the firm's work with the Trump administration violates the company's founding principles.",2025-05-05,technology,former palantir workers condemn companys work with trump administration,may in a rare rebuke more than a dozen former workers of the powerful datamining and surveillance company say the firms work with the trump administration violates the companys founding principles,former palatial workers condemn company work with trump administration,may in a rare rebuke more than a dozen former workers of the powerful data mining and surveillance company say the firms work with the trump administration violates the company founding principles,"['former', 'palatial', 'workers', 'condemn', 'company', 'work', 'with', 'trump', 'administration']","['may', 'in', 'a', 'rare', 'rebuke', 'more', 'than', 'a', 'dozen', 'former', 'workers', 'of', 'the', 'powerful', 'data', 'mining', 'and', 'surveillance', 'company', 'say', 'the', 'firms', 'work', 'with', 'the', 'trump', 'administration', 'violates', 'the', 'company', 'founding', 'principles']","['former', 'palatial', 'workers', 'condemn', 'company', 'work', 'trump', 'administration']","['may', 'rare', 'rebuke', 'dozen', 'former', 'workers', 'powerful', 'data', 'mining', 'surveillance', 'company', 'say', 'firms', 'work', 'trump', 'administration', 'violates', 'company', 'founding', 'principles']","['former', 'palati', 'worker', 'condemn', 'compani', 'work', 'trump', 'administr']","['may', 'rare', 'rebuk', 'dozen', 'former', 'worker', 'power', 'data', 'mine', 'surveil', 'compani', 'say', 'firm', 'work', 'trump', 'administr', 'violat', 'compani', 'found', 'principl']","['former', 'palatial', 'worker', 'condemn', 'company', 'work', 'trump', 'administration']","['may', 'rare', 'rebuke', 'dozen', 'former', 'worker', 'powerful', 'datum', 'mine', 'surveillance', 'company', 'say', 'firm', 'work', 'trump', 'administration', 'violate', 'company', 'found', 'principle']"
