"Title","Description","Date","Category"
"What a Texas showerhead salesman discovered about 'Made in the USA' labels","May 20, 2025  A Texas showerhead salesman wanted to know how much more customers would pay to buy a product that's made in the USA. The answer could pour cold water on President Trump's plan to encourage more companies to open factories in the U.S.","2025-05-20","business"
"Trump has imposed a lot of tariffs. But here's why collecting them can be hard","May 20, 2025  Collecting Trump's tariffs could be tricky. The agencies that screen imports say they're frequently overwhelmed and understaffed, and experts say exporters are becoming cannier at evading taxes.","2025-05-20","business"
"The rise of the credit card airport lounge","May 20, 2025  We are back to answer your questions, listeners. Today on the show, we tackle three big questions: Are airport lounges worth it for credit card companies? How effective have carbon taxes been for Canada? Why is gasoline getting more expensive over the last few months as the price of crude oil has sunk?","2025-05-20","business"
"President of CBS News resigns as Trump lawsuit hovers over network","May 19, 2025  CBS News President Wendy McMahon says she's resigning because ""the company and I do not agree on the path forward."" CBS' parent company is trying to settle a lawsuit with President Trump.","2025-05-19","business"
"A federal judge further halts Trump's radical transformation of government","May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.","2025-05-23","business"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.","2025-05-23","business"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","business"
"OpenAI forges deal with iPhone designer Jony Ive to make AI-enabled devices","May 22, 2025  The $6.5 billion deal brings together the maker of ChatGPT and one of the world's most famous product designers in a venture to create new AI-enabled devices.","2025-05-22","business"
"Vaccine advisers to the FDA recommended changes to COVID vaccines","May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.","2025-05-22","health"
"MAHA Commission report paints a dark picture of U.S. children's health","May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.","2025-05-22","health"
"A top global health expert's message to graduates: Kick the tires","May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.","2025-05-22","health"
"The pros and cons of PSA tests for prostate cancer for midlife and older men","May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.","2025-05-21","health"
"First FDA-cleared Alzheimer's blood test could make diagnoses faster, more accurate","May 21, 2025  The first Alzheimer's blood test cleared by the Food And Drug Administration is poised to change the way doctors diagnose and treat the disease.","2025-05-21","health"
"'Which is it?' RFK Jr. waffles on cuts to lead poisoning prevention efforts","May 21, 2025  Health Secretary Robert F. Kennedy Jr. faced tough questions from senators about a lead poisoning crisis in public schools in Milwaukee, Wisconsin.","2025-05-21","health"
"A salmonella outbreak sickens dozens, prompting a cucumber recall. Here's what to do","May 21, 2025  The FDA says 26 people, nine of whom were hospitalized, have gotten sick across 15 states. It is still figuring out where the cucumbers were distributed — and warning people to take extra precautions.","2025-05-21","health"
"Diseases are spreading. The CDC isn't warning the public like it was months ago","May 21, 2025  Some of the CDC's main channels for communicating urgent health information to the public have gone silent.","2025-05-21","health"
"A man let snakes bite him for years. He could be the key to a universal antivenom","May 21, 2025  What's it like to get bit by a venomous snake? ""It's like a bee sting times a thousand,"" Tim Friede says. Tim would know. Over the past few decades, he's let himself be bitten over 200 times by all kinds of venomous snakes — black mambas, taipans, cobras, kraits and more. With time, he's gradually built immunity to multiple types of venom. Could scientists help him share that immunity with others?","2025-05-21","health"
"A stricter FDA policy for COVID vaccines could limit future access","May 20, 2025  Federal officials unveiled a rigorous regulatory approach to future COVID vaccines that could make it harder for many people under 65 to get immunized.","2025-05-20","health"
"The world now has its first ever pandemic treaty. Will it make a difference?","May 20, 2025  At the World Health Assembly, 193 members nations voted to adopt a treat calling for better preventive measures and global cooperation. But there are still details to hash out.","2025-05-20","health"
"New studies show what's at stake if Medicaid is scaled back","May 20, 2025  Researchers studied the health care program's effect on the health of millions of Americans and found tens of thousands of lives were saved.","2025-05-20","health"
"'Dilbert' creator Scott Adams says he's dying of 'the same cancer that Joe Biden has'","May 20, 2025  Adams said he expects ""to be checking out from this domain sometime this summer."" The controversial cartoonist, a vocal supporter of President Trump, expressed compassion for former President Biden.","2025-05-20","health"
"Doctors urged to treat pain for IUD insertion and other procedures","May 20, 2025  A major medical group now recommends pain-blocking treatments for IUD insertion and other procedures amid a growing recognition that women's pain should be treated.","2025-05-20","health"
"Biden's team refutes Trump's suggestion that Biden hid his cancer diagnosis","May 19, 2025  Former President Joe Biden's last known prostate cancer screening test was in 2014, and he had never been diagnosed with prostate cancer until Friday, his office said.","2025-05-19","health"
"New book alleges Biden aides hid his decline","May 19, 2025  Joe Biden has stage four metastatic prostate cancer.","2025-05-19","health"
"For the first time, the U.S. is absent from WHO's annual assembly. What's the impact?","May 19, 2025  In the wake of President Trump's decision to withdraw from the World Health Organization, the agency is holding its first major meeting. How will that affect WHO — and the United States?","2025-05-19","health"
"How treatable is prostate cancer? A doctor reacts to Biden's diagnosis","May 19, 2025  Prostate cancer is one of the most common types of cancer in the U.S., and often treatable. One urologist says Biden has good options ahead — largely thanks to recent advances in research.","2025-05-19","health"
"5 eating habits that can help you sleep better at night","May 19, 2025  What you eat during the day can affect how well you sleep at night. Sleep researchers explain the impact of diet, caffeine and alcohol on sleep health, and share a list of sleep-supporting foods.","2025-05-19","health"
"A pickled pepper maker knows exactly how hard it is to switch to natural food dyes","May 19, 2025  The MAHA movement loves the idea of getting rid of synthetic dyes in foods. But manufacturers face challenges that could drive prices higher.","2025-05-19","health"
"Protein for strength training? Vegan diet matches meat for muscle gains","May 19, 2025  If you're trying to build muscle, getting enough protein is a must. But does it matter if that protein comes from meat or plants? A new study overturns assumptions.","2025-05-19","health"
"These Democratic governors are trying to curb health care for unauthorized immigrants","May 18, 2025  After expanding state Medicaid programs to cover people in the country without legal status, Democrats are considering changes that would reduce immigrant access.","2025-05-18","health"
"A study finds stacking bricks differently could help this country fight air pollution","May 18, 2025  Bangladesh suffers from extreme air pollution, but a new study shows the brick industry can make small changes to have a big effect on the country's smog problem.","2025-05-18","health"
"Bikes and bakeries are back: War-torn Khartoum struggles to rebuild","May 16, 2025  Government forces retook the capital city from rebel troops in April. Now comes the task of rebuilding what was once a bustling metropolis on the Nile.","2025-05-16","health"
"Vaccine advisers to the FDA recommended changes to COVID vaccines","May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.","2025-05-22","health"
"MAHA Commission report paints a dark picture of U.S. children's health","May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.","2025-05-22","health"
"A top global health expert's message to graduates: Kick the tires","May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.","2025-05-22","health"
"The pros and cons of PSA tests for prostate cancer for midlife and older men","May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.","2025-05-21","health"
"First FDA-cleared Alzheimer's blood test could make diagnoses faster, more accurate","May 21, 2025  The first Alzheimer's blood test cleared by the Food And Drug Administration is poised to change the way doctors diagnose and treat the disease.","2025-05-21","health"
"'Which is it?' RFK Jr. waffles on cuts to lead poisoning prevention efforts","May 21, 2025  Health Secretary Robert F. Kennedy Jr. faced tough questions from senators about a lead poisoning crisis in public schools in Milwaukee, Wisconsin.","2025-05-21","health"
"A salmonella outbreak sickens dozens, prompting a cucumber recall. Here's what to do","May 21, 2025  The FDA says 26 people, nine of whom were hospitalized, have gotten sick across 15 states. It is still figuring out where the cucumbers were distributed — and warning people to take extra precautions.","2025-05-21","health"
"Diseases are spreading. The CDC isn't warning the public like it was months ago","May 21, 2025  Some of the CDC's main channels for communicating urgent health information to the public have gone silent.","2025-05-21","health"
"A man let snakes bite him for years. He could be the key to a universal antivenom","May 21, 2025  What's it like to get bit by a venomous snake? ""It's like a bee sting times a thousand,"" Tim Friede says. Tim would know. Over the past few decades, he's let himself be bitten over 200 times by all kinds of venomous snakes — black mambas, taipans, cobras, kraits and more. With time, he's gradually built immunity to multiple types of venom. Could scientists help him share that immunity with others?","2025-05-21","health"
"A stricter FDA policy for COVID vaccines could limit future access","May 20, 2025  Federal officials unveiled a rigorous regulatory approach to future COVID vaccines that could make it harder for many people under 65 to get immunized.","2025-05-20","health"
"The world now has its first ever pandemic treaty. Will it make a difference?","May 20, 2025  At the World Health Assembly, 193 members nations voted to adopt a treat calling for better preventive measures and global cooperation. But there are still details to hash out.","2025-05-20","health"
"New studies show what's at stake if Medicaid is scaled back","May 20, 2025  Researchers studied the health care program's effect on the health of millions of Americans and found tens of thousands of lives were saved.","2025-05-20","health"
"'Dilbert' creator Scott Adams says he's dying of 'the same cancer that Joe Biden has'","May 20, 2025  Adams said he expects ""to be checking out from this domain sometime this summer."" The controversial cartoonist, a vocal supporter of President Trump, expressed compassion for former President Biden.","2025-05-20","health"
"Doctors urged to treat pain for IUD insertion and other procedures","May 20, 2025  A major medical group now recommends pain-blocking treatments for IUD insertion and other procedures amid a growing recognition that women's pain should be treated.","2025-05-20","health"
"Biden's team refutes Trump's suggestion that Biden hid his cancer diagnosis","May 19, 2025  Former President Joe Biden's last known prostate cancer screening test was in 2014, and he had never been diagnosed with prostate cancer until Friday, his office said.","2025-05-19","health"
"New book alleges Biden aides hid his decline","May 19, 2025  Joe Biden has stage four metastatic prostate cancer.","2025-05-19","health"
"For the first time, the U.S. is absent from WHO's annual assembly. What's the impact?","May 19, 2025  In the wake of President Trump's decision to withdraw from the World Health Organization, the agency is holding its first major meeting. How will that affect WHO — and the United States?","2025-05-19","health"
"How treatable is prostate cancer? A doctor reacts to Biden's diagnosis","May 19, 2025  Prostate cancer is one of the most common types of cancer in the U.S., and often treatable. One urologist says Biden has good options ahead — largely thanks to recent advances in research.","2025-05-19","health"
"5 eating habits that can help you sleep better at night","May 19, 2025  What you eat during the day can affect how well you sleep at night. Sleep researchers explain the impact of diet, caffeine and alcohol on sleep health, and share a list of sleep-supporting foods.","2025-05-19","health"
"A pickled pepper maker knows exactly how hard it is to switch to natural food dyes","May 19, 2025  The MAHA movement loves the idea of getting rid of synthetic dyes in foods. But manufacturers face challenges that could drive prices higher.","2025-05-19","health"
"Protein for strength training? Vegan diet matches meat for muscle gains","May 19, 2025  If you're trying to build muscle, getting enough protein is a must. But does it matter if that protein comes from meat or plants? A new study overturns assumptions.","2025-05-19","health"
"These Democratic governors are trying to curb health care for unauthorized immigrants","May 18, 2025  After expanding state Medicaid programs to cover people in the country without legal status, Democrats are considering changes that would reduce immigrant access.","2025-05-18","health"
"A study finds stacking bricks differently could help this country fight air pollution","May 18, 2025  Bangladesh suffers from extreme air pollution, but a new study shows the brick industry can make small changes to have a big effect on the country's smog problem.","2025-05-18","health"
"Bikes and bakeries are back: War-torn Khartoum struggles to rebuild","May 16, 2025  Government forces retook the capital city from rebel troops in April. Now comes the task of rebuilding what was once a bustling metropolis on the Nile.","2025-05-16","health"
"Vaccine advisers to the FDA recommended changes to COVID vaccines","May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.","2025-05-22","health"
"MAHA Commission report paints a dark picture of U.S. children's health","May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.","2025-05-22","health"
"A top global health expert's message to graduates: Kick the tires","May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.","2025-05-22","health"
"The pros and cons of PSA tests for prostate cancer for midlife and older men","May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.","2025-05-21","health"
"First FDA-cleared Alzheimer's blood test could make diagnoses faster, more accurate","May 21, 2025  The first Alzheimer's blood test cleared by the Food And Drug Administration is poised to change the way doctors diagnose and treat the disease.","2025-05-21","health"
"'Which is it?' RFK Jr. waffles on cuts to lead poisoning prevention efforts","May 21, 2025  Health Secretary Robert F. Kennedy Jr. faced tough questions from senators about a lead poisoning crisis in public schools in Milwaukee, Wisconsin.","2025-05-21","health"
"A salmonella outbreak sickens dozens, prompting a cucumber recall. Here's what to do","May 21, 2025  The FDA says 26 people, nine of whom were hospitalized, have gotten sick across 15 states. It is still figuring out where the cucumbers were distributed — and warning people to take extra precautions.","2025-05-21","health"
"Diseases are spreading. The CDC isn't warning the public like it was months ago","May 21, 2025  Some of the CDC's main channels for communicating urgent health information to the public have gone silent.","2025-05-21","health"
"A man let snakes bite him for years. He could be the key to a universal antivenom","May 21, 2025  What's it like to get bit by a venomous snake? ""It's like a bee sting times a thousand,"" Tim Friede says. Tim would know. Over the past few decades, he's let himself be bitten over 200 times by all kinds of venomous snakes — black mambas, taipans, cobras, kraits and more. With time, he's gradually built immunity to multiple types of venom. Could scientists help him share that immunity with others?","2025-05-21","health"
"A stricter FDA policy for COVID vaccines could limit future access","May 20, 2025  Federal officials unveiled a rigorous regulatory approach to future COVID vaccines that could make it harder for many people under 65 to get immunized.","2025-05-20","health"
"The world now has its first ever pandemic treaty. Will it make a difference?","May 20, 2025  At the World Health Assembly, 193 members nations voted to adopt a treat calling for better preventive measures and global cooperation. But there are still details to hash out.","2025-05-20","health"
"New studies show what's at stake if Medicaid is scaled back","May 20, 2025  Researchers studied the health care program's effect on the health of millions of Americans and found tens of thousands of lives were saved.","2025-05-20","health"
"'Dilbert' creator Scott Adams says he's dying of 'the same cancer that Joe Biden has'","May 20, 2025  Adams said he expects ""to be checking out from this domain sometime this summer."" The controversial cartoonist, a vocal supporter of President Trump, expressed compassion for former President Biden.","2025-05-20","health"
"Doctors urged to treat pain for IUD insertion and other procedures","May 20, 2025  A major medical group now recommends pain-blocking treatments for IUD insertion and other procedures amid a growing recognition that women's pain should be treated.","2025-05-20","health"
"Biden's team refutes Trump's suggestion that Biden hid his cancer diagnosis","May 19, 2025  Former President Joe Biden's last known prostate cancer screening test was in 2014, and he had never been diagnosed with prostate cancer until Friday, his office said.","2025-05-19","health"
"New book alleges Biden aides hid his decline","May 19, 2025  Joe Biden has stage four metastatic prostate cancer.","2025-05-19","health"
"For the first time, the U.S. is absent from WHO's annual assembly. What's the impact?","May 19, 2025  In the wake of President Trump's decision to withdraw from the World Health Organization, the agency is holding its first major meeting. How will that affect WHO — and the United States?","2025-05-19","health"
"How treatable is prostate cancer? A doctor reacts to Biden's diagnosis","May 19, 2025  Prostate cancer is one of the most common types of cancer in the U.S., and often treatable. One urologist says Biden has good options ahead — largely thanks to recent advances in research.","2025-05-19","health"
"5 eating habits that can help you sleep better at night","May 19, 2025  What you eat during the day can affect how well you sleep at night. Sleep researchers explain the impact of diet, caffeine and alcohol on sleep health, and share a list of sleep-supporting foods.","2025-05-19","health"
"A pickled pepper maker knows exactly how hard it is to switch to natural food dyes","May 19, 2025  The MAHA movement loves the idea of getting rid of synthetic dyes in foods. But manufacturers face challenges that could drive prices higher.","2025-05-19","health"
"Protein for strength training? Vegan diet matches meat for muscle gains","May 19, 2025  If you're trying to build muscle, getting enough protein is a must. But does it matter if that protein comes from meat or plants? A new study overturns assumptions.","2025-05-19","health"
"These Democratic governors are trying to curb health care for unauthorized immigrants","May 18, 2025  After expanding state Medicaid programs to cover people in the country without legal status, Democrats are considering changes that would reduce immigrant access.","2025-05-18","health"
"A study finds stacking bricks differently could help this country fight air pollution","May 18, 2025  Bangladesh suffers from extreme air pollution, but a new study shows the brick industry can make small changes to have a big effect on the country's smog problem.","2025-05-18","health"
"Bikes and bakeries are back: War-torn Khartoum struggles to rebuild","May 16, 2025  Government forces retook the capital city from rebel troops in April. Now comes the task of rebuilding what was once a bustling metropolis on the Nile.","2025-05-16","health"
"Vaccine advisers to the FDA recommended changes to COVID vaccines","May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.","2025-05-22","health"
"MAHA Commission report paints a dark picture of U.S. children's health","May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.","2025-05-22","health"
"A top global health expert's message to graduates: Kick the tires","May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.","2025-05-22","health"
"The pros and cons of PSA tests for prostate cancer for midlife and older men","May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.","2025-05-21","health"
"First FDA-cleared Alzheimer's blood test could make diagnoses faster, more accurate","May 21, 2025  The first Alzheimer's blood test cleared by the Food And Drug Administration is poised to change the way doctors diagnose and treat the disease.","2025-05-21","health"
"'Which is it?' RFK Jr. waffles on cuts to lead poisoning prevention efforts","May 21, 2025  Health Secretary Robert F. Kennedy Jr. faced tough questions from senators about a lead poisoning crisis in public schools in Milwaukee, Wisconsin.","2025-05-21","health"
"A salmonella outbreak sickens dozens, prompting a cucumber recall. Here's what to do","May 21, 2025  The FDA says 26 people, nine of whom were hospitalized, have gotten sick across 15 states. It is still figuring out where the cucumbers were distributed — and warning people to take extra precautions.","2025-05-21","health"
"Diseases are spreading. The CDC isn't warning the public like it was months ago","May 21, 2025  Some of the CDC's main channels for communicating urgent health information to the public have gone silent.","2025-05-21","health"
"A man let snakes bite him for years. He could be the key to a universal antivenom","May 21, 2025  What's it like to get bit by a venomous snake? ""It's like a bee sting times a thousand,"" Tim Friede says. Tim would know. Over the past few decades, he's let himself be bitten over 200 times by all kinds of venomous snakes — black mambas, taipans, cobras, kraits and more. With time, he's gradually built immunity to multiple types of venom. Could scientists help him share that immunity with others?","2025-05-21","health"
"A stricter FDA policy for COVID vaccines could limit future access","May 20, 2025  Federal officials unveiled a rigorous regulatory approach to future COVID vaccines that could make it harder for many people under 65 to get immunized.","2025-05-20","health"
"The world now has its first ever pandemic treaty. Will it make a difference?","May 20, 2025  At the World Health Assembly, 193 members nations voted to adopt a treat calling for better preventive measures and global cooperation. But there are still details to hash out.","2025-05-20","health"
"New studies show what's at stake if Medicaid is scaled back","May 20, 2025  Researchers studied the health care program's effect on the health of millions of Americans and found tens of thousands of lives were saved.","2025-05-20","health"
"'Dilbert' creator Scott Adams says he's dying of 'the same cancer that Joe Biden has'","May 20, 2025  Adams said he expects ""to be checking out from this domain sometime this summer."" The controversial cartoonist, a vocal supporter of President Trump, expressed compassion for former President Biden.","2025-05-20","health"
"Doctors urged to treat pain for IUD insertion and other procedures","May 20, 2025  A major medical group now recommends pain-blocking treatments for IUD insertion and other procedures amid a growing recognition that women's pain should be treated.","2025-05-20","health"
"Biden's team refutes Trump's suggestion that Biden hid his cancer diagnosis","May 19, 2025  Former President Joe Biden's last known prostate cancer screening test was in 2014, and he had never been diagnosed with prostate cancer until Friday, his office said.","2025-05-19","health"
"New book alleges Biden aides hid his decline","May 19, 2025  Joe Biden has stage four metastatic prostate cancer.","2025-05-19","health"
"For the first time, the U.S. is absent from WHO's annual assembly. What's the impact?","May 19, 2025  In the wake of President Trump's decision to withdraw from the World Health Organization, the agency is holding its first major meeting. How will that affect WHO — and the United States?","2025-05-19","health"
"How treatable is prostate cancer? A doctor reacts to Biden's diagnosis","May 19, 2025  Prostate cancer is one of the most common types of cancer in the U.S., and often treatable. One urologist says Biden has good options ahead — largely thanks to recent advances in research.","2025-05-19","health"
"5 eating habits that can help you sleep better at night","May 19, 2025  What you eat during the day can affect how well you sleep at night. Sleep researchers explain the impact of diet, caffeine and alcohol on sleep health, and share a list of sleep-supporting foods.","2025-05-19","health"
"A pickled pepper maker knows exactly how hard it is to switch to natural food dyes","May 19, 2025  The MAHA movement loves the idea of getting rid of synthetic dyes in foods. But manufacturers face challenges that could drive prices higher.","2025-05-19","health"
"Protein for strength training? Vegan diet matches meat for muscle gains","May 19, 2025  If you're trying to build muscle, getting enough protein is a must. But does it matter if that protein comes from meat or plants? A new study overturns assumptions.","2025-05-19","health"
"These Democratic governors are trying to curb health care for unauthorized immigrants","May 18, 2025  After expanding state Medicaid programs to cover people in the country without legal status, Democrats are considering changes that would reduce immigrant access.","2025-05-18","health"
"A study finds stacking bricks differently could help this country fight air pollution","May 18, 2025  Bangladesh suffers from extreme air pollution, but a new study shows the brick industry can make small changes to have a big effect on the country's smog problem.","2025-05-18","health"
"Bikes and bakeries are back: War-torn Khartoum struggles to rebuild","May 16, 2025  Government forces retook the capital city from rebel troops in April. Now comes the task of rebuilding what was once a bustling metropolis on the Nile.","2025-05-16","health"
"Vaccine advisers to the FDA recommended changes to COVID vaccines","May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.","2025-05-22","health"
"MAHA Commission report paints a dark picture of U.S. children's health","May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.","2025-05-22","health"
"A top global health expert's message to graduates: Kick the tires","May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.","2025-05-22","health"
"The pros and cons of PSA tests for prostate cancer for midlife and older men","May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.","2025-05-21","health"
